city,cityId,locality,localityId,bhk_numbers,bhkId,propertyType_name,propertyType_id,No.of Bathroom,bathroomId,amenities_name,amenities_id,minArea,maxArea,builderid,buildername,minPrice,maxPrice
Bangalore,1,Whitefield,1,1RK ,9,Apartment,50401,1Bathroom ,1,Atm,22,3355,3477,26,Inner Spaces,13300000,14100000
Bangalore,1,Marathahalli,2,1BHK ,1,Villa,50402,2Bathrooms,2,Auditorium,23,691,2634,6,Assetz Property,4455000,22600000
Bangalore,1,CV Raman Nagar,3,2BHK ,2,Plot,50403,3Bathrooms,3,Badminton Court,24,853,1778,17,Bren Group,6716000,13900000
Bangalore,1,Sarjapur Road,5,3BHK ,3,Independent House,50404,4Bathrooms,4,Basket Ball Court,25,733,1644,17,Bren Group,5127000,11500000
Bangalore,1,Old Madras Road,6,4BHK ,4,,,,,Cafeteria,26,55,5,17,Bren Group,5127000,11500000
Bangalore,1,Electronic City,10,5BHK ,5,,,,,Garden,28,706,1853,21,Godrej Properties,6667000,17400000
Bangalore,1,Sarjapur,14,,,,,,,Library,29,1833,2293,9,Brigade Group,21000000,25100000
Bangalore,1,Mahadevapura,20,,,,,,,Maintenance Staff,31,660,1385,6,Assetz Property,3272000,10300000
Bangalore,1,Varthur,21,,,,,,,Power Backup,32,735,1724,11,DivyaSree Developers,5584000,13100000
Bangalore,1,Malleshwaram,31,,,,,,,Tennis Court,35,1196,1366,31,Rohan Builders and Developers,8000000,17000000
Bangalore,1,Tumkur Road,32,,,,,,,Wifi,36,615,1607,1,Prestige Group,5313000,13800000
Bangalore,1,Hebbal,36,,,,,,,Elevator,37,656,1210,2,Sobha Limited,9418000,25600000
Bangalore,1,Hesaraghatta Road,38,,,,,,,Indoor Games,38,1197,1891,148,Century Real Estate,7972000,12500000
Bangalore,1,R T Nagar,43,,,,,,,Party House,39,1051,1500,21,Godrej Properties,4649000,6636000
Bangalore,1,Jakkur,49,,,,,,,Water Supply,40,1388,6314,21,Godrej Properties,14800000,67600000
Bangalore,1,Hennur Road,50,,,,,,,Car Parking,41,869,1693,22,Durga Projects,9369000,18200000
Bangalore,1,Thanisandra,56,,,,,,,CCTV,42,905,2882,1,Prestige Group,9500000,30200000
Bangalore,1,Horamavu,57,,,,,,,Club House,43,1057,1600,35,Arvind SmartSpaces,10100000,15400000
Bangalore,1,Kodigehalli,67,,,,,,,Gym,45,1232,1800,29,Puravankara Limited,8809000,12900000
Bangalore,1,Hennur Bagalur Road,69,,,,,,,Jogging Track,46,702,3153,24,SJR Prime Corp,9952000,44700000
Bangalore,1,Koramangala,86,,,,,,,Rainwater Harvesting,47,753,1586,35,Arvind SmartSpaces,4757000,10000000
Bangalore,1,JP Nagar,94,,,,,,,Sewage Treatment,48,655,2842,24,SJR Prime Corp,7835000,34000000
Bangalore,1,HSR Layout,95,,,,,,,Swimming Pool,49,1355,2790,47,L And T Realty,12600000,26100000
Bangalore,1,Bannerghatta Road,96,,,,,,,,,1120,1700,49,Ramky Group,5900000,9800000
Bangalore,1,Padmanabha Nagar,113,,,,,,,,,1086,1647,35,Arvind SmartSpaces,8300000,12500000
Bangalore,1,Mysore Road,114,,,,,,,,,607,1709,50,Uniidus Projects,3459000,9739000
Bangalore,1,Kanakapura Road,118,,,,,,,,,775,3336,21,Godrej Properties,6537000,28100000
Bangalore,1,Electronic City Phase 1,129,,,,,,,,,960,1418,17,Bren Group,5978000,8833000
Bangalore,1,Frazer Town,152,,,,,,,,,1073,1500,10,Vaishnavi Group,7484000,11000000
Bangalore,1,Cunningham Road,177,,,,,,,,,615,1486,10,Vaishnavi Group,4600000,10600000
Bangalore,1,Magadi Road,179,,,,,,,,,1395,3245,17882,SNN Raj Corp,9117000,22300000
Bangalore,1,Rajaji Nagar,193,,,,,,,,,714,1850,36,Salarpuria Sattva Group,5249000,13600000
Bangalore,1,Bellandur,199,,,,,,,,,1180,1561,19,Goyal and Co Hariyana Group,8099000,10700000
Bangalore,1,K R Puram,201,,,,,,,,,1920,3250,25,DNR Group,16300000,27600000
Bangalore,1,Ramamurthy Nagar,202,,,,,,,,,1274,1842,25,DNR Group,9109000,13100000
Bangalore,1,Doddanekundi,205,,,,,,,,,1050,1960,54,Navanaami Projects Pvt Ltd,6589000,12300000
Bangalore,1,Hoodi,208,,,,,,,,,589,1698,31,Rohan Builders and Developers,3609000,10400000
Bangalore,1,Kadugodi,211,,,,,,,,,1279,2526,148,Century Real Estate,9055000,17800000
Bangalore,1,Budigere,262,,,,,,,,,977,1574,149,Bhartiya City,6952000,10800000
Bangalore,1,Kundalahalli Road,266,,,,,,,,,1446,4561,57,Klassik Enterprises,14900000,47000000
Bangalore,1,Haralur Road,267,,,,,,,,,1115,1855,1,Prestige Group,7999000,13300000
Bangalore,1,Bellandur Outer Ring Road,268,,,,,,,,,1058,2171,1,Prestige Group,7999000,16400000
Bangalore,1,ITPL Road,271,,,,,,,,,704,1659,19,Goyal and Co Hariyana Group,6060000,14200000
Bangalore,1,Yemalur,281,,,,,,,,,709,2272,5,Kolte Patil Developers,4034000,12900000
Bangalore,1,Varthur Road,284,,,,,,,,,1005,1535,58,Ozone Group,9109000,13800000
Bangalore,1,Kattigenahalli,314,,,,,,,,,1251,3058,58,Ozone Group,7493000,18300000
Bangalore,1,Devanahalli Road,358,,,,,,,,,950,1750,59,GM Infinite,7600000,14000000
Bangalore,1,Devanahalli,360,,,,,,,,,1908,2636,5,Kolte Patil Developers,25100000,34400000
Bangalore,1,Dasarahalli Main Road,383,,,,,,,,,2843,3467,61,White Lotus Lifescapes,58800000,72600000
Bangalore,1,Hulimavu,396,,,,,,,,,565,3265,21727,SNN Estates,3910000,22500000
Bangalore,1,Rajarajeshwari Nagar,397,,,,,,,,,1413,2621,29,Puravankara Limited,15100000,28100000
Bangalore,1,Hosakerehalli,406,,,,,,,,,1216,1621,29,Puravankara Limited,10000000,13400000
Bangalore,1,Kengeri,412,,,,,,,,,1188,1930,29,Puravankara Limited,10000000,14600000
Bangalore,1,Banashankari 3rd Stage,441,,,,,,,,,1239,1586,36,Salarpuria Sattva Group,10900000,14000000
Bangalore,1,Kudlu,452,,,,,,,,,492,1704,36,Salarpuria Sattva Group,10300000,29400000
Bangalore,1,Begur Road,459,,,,,,,,,606,1826,36,Salarpuria Sattva Group,8422000,25300000
Bangalore,1,Kudlu Gate,463,,,,,,,,,658,1498,36,Salarpuria Sattva Group,4919000,11200000
Bangalore,1,Panathur Main Road,574,,,,,,,,,1195,1550,27,Shriram Properties,6453000,8370000
Bangalore,1,Cleveland Town,581,,,,,,,,,1300,1960,27,Shriram Properties,9483000,14200000
Bangalore,1,Yadalam Nagar,587,,,,,,,,,598,1533,36,Salarpuria Sattva Group,4557000,11600000
Bangalore,1,Hoskote Main Road,641,,,,,,,,,935,1350,27,Shriram Properties,4550000,7419000
Bangalore,1,Off Bangalore International Airport Road,643,,,,,,,,,1165,1600,9,Brigade Group,10400000,14300000
Bangalore,1,Belathur,644,,,,,,,,,942,1449,9,Brigade Group,5600000,9300000
Bangalore,1,JP Nagar Phase 9,646,,,,,,,,,719,2437,9,Brigade Group,4384000,14900000
Bangalore,1,Kogilu Cross,664,,,,,,,,,770,1450,27,Shriram Properties,4195000,7901000
Bangalore,1,Thanisandra Main Road,666,,,,,,,,,695,1760,27,Shriram Properties,5528000,13900000
Bangalore,1,Bhoganhalli,668,,,,,,,,,915,1465,27,Shriram Properties,3665000,5868000
Bangalore,1,Banashankari 6th Stage,674,,,,,,,,,1300,1950,2,Sobha Limited,16100000,24200000
Bangalore,1,Yeswanthpur,678,,,,,,,,,1162,1817,2,Sobha Limited,11300000,17800000
Bangalore,1,ITPL Main Road,680,,,,,,,,,2051,4690,2,Sobha Limited,22900000,52300000
Bangalore,1,Rv Road,685,,,,,,,,,2005,2193,2,Sobha Limited,14600000,16000000
Bangalore,1,Bommanahalli,688,,,,,,,,,662,1262,37,Provident Housing,2979000,5679000
Bangalore,1,Kumbalgodu,697,,,,,,,,,517,1314,37,Provident Housing,4957000,12500000
Bangalore,1,Electronic City Phase 2,701,,,,,,,,,602,1705,1,Prestige Group,8899000,25200000
Bangalore,1,Kogilu Road,702,,,,,,,,,661,1750,1,Prestige Group,3630000,9609000
Bangalore,1,Yelahanka New Town,705,,,,,,,,,1028,2316,63,NCC Urban Limited,5946000,13300000
Bangalore,1,Hoodi Junction,706,,,,,,,,,596,1456,64,Concorde Group,3479000,8500000
Bangalore,1,Basavanagudi,711,,,,,,,,,1454,2105,65,Address Maker,12100000,17700000
Bangalore,1,Aavalahalli,713,,,,,,,,,551,1476,36,Salarpuria Sattva Group,5603000,14900000
Bangalore,1,Binnypet,716,,,,,,,,,622,1768,9,Brigade Group,4637000,13100000
Bangalore,1,Yelahanka,721,,,,,,,,,630,1535,60,UKN Properties,5787000,14100000
Bangalore,1,Budigere Cross,725,,,,,,,,,1400,2800,60,UKN Properties,7000000,14000000
Bangalore,1,Hosur Road,726,,,,,,,,,710,4075,60,UKN Properties,4860000,27800000
Bangalore,1,Hosa Road,727,,,,,,,,,2900,4200,60,UKN Properties,25200000,36600000
Bangalore,1,Sadashivanagar,728,,,,,,,,,2040,3165,65,Address Maker,22900000,35600000
Bangalore,1,Vidyaranyapura,730,,,,,,,,,2900,5530,65,Address Maker,27600000,56200000
Bangalore,1,Sahakaranagar,732,,,,,,,,,1901,3314,2,Sobha Limited,18400000,65000000
Bangalore,1,JP Nagar 8th Phase,733,,,,,,,,,1365,1935,2,Sobha Limited,12500000,17700000
Bangalore,1,Lalbagh Road,735,,,,,,,,,2600,3754,2,Sobha Limited,15000000,63100000
Bangalore,1,Chikkaballapur,736,,,,,,,,,2957,3450,19,Goyal and Co Hariyana Group,23000000,32200000
Bangalore,1,Jalahalli,737,,,,,,,,,2185,3900,77,Legacy Global Projects,14200000,25300000
Bangalore,1,Tavarekere,739,,,,,,,,,2190,2850,77,Legacy Global Projects,23100000,27700000
Bangalore,1,Attibele,740,,,,,,,,,1215,1550,78,Mims Builders,5710000,7285000
Bangalore,1,Nandi Hills,742,,,,,,,,,1832,2093,36,Salarpuria Sattva Group,11400000,13000000
Bangalore,1,JP Nagar 7th Phase,743,,,,,,,,,992,1416,36,Salarpuria Sattva Group,4821000,6881000
Bangalore,1,Nagarbhavi,745,,,,,,,,,2215,4465,36,Salarpuria Sattva Group,33300000,71900000
Bangalore,1,Doddaballapur Road,746,,,,,,,,,1803,2272,2,Sobha Limited,13900000,17100000
Bangalore,1,Old Airport Road,747,,,,,,,,,941,1176,13,Ahad Builders,4775000,5876000
Bangalore,1,Richmond Circle,748,,,,,,,,,416,728,79,VBHC Value Homes,2177000,3811000
Bangalore,1,Kadubeesanahalli,749,,,,,,,,,1006,2262,6,Assetz Property,6670000,15000000
Bangalore,1,Millers Road,750,,,,,,,,,1007,1990,80,Frontier Shelters,6527000,745400000
Bangalore,1,Banashankari 2nd Stage,751,,,,,,,,,628,1611,1,Prestige Group,3454000,8860000
Bangalore,1,Bagaluru,752,,,,,,,,,2666,5384,81,Embassy Group,22600000,45700000
Bangalore,1,Chikka Tirupathi,753,,,,,,,,,2097,5922,30,RBD Shelters,29300000,82900000
Bangalore,1,Nelamangala,754,,,,,,,,,1485,2246,30,RBD Shelters,19300000,29200000
Bangalore,1,Carmelaram,767,,,,,,,,,2183,3037,6,Assetz Property,21500000,29900000
Bangalore,1,Gunjur,784,,,,,,,,,2932,4131,6,Assetz Property,48700000,49200000
Bangalore,1,Bommasandra,785,,,,,,,,,1010,1230,84,Jeevan Developers,4040000,4920000
Bangalore,1,Vasanth Nagar,786,,,,,,,,,950,1385,83,Saptagiri Developers,4785000,6976000
Bangalore,1,Ulsoor,787,,,,,,,,,1150,1485,84,Jeevan Developers,5463000,7054000
Bangalore,1,Jigani,828,,,,,,,,,410,1029,31,Rohan Builders and Developers,107000,10600000
Bangalore,1,Jayanagar,837,,,,,,,,,1125,1550,53,Avani Builders,5227000,7202000
Bangalore,1,JP Nagar 4th Phase,838,,,,,,,,,2030,3655,86,HM Constructions,24300000,44400000
Bangalore,1,Doddakannelli,839,,,,,,,,,3096,6180,86,HM Constructions,49400000,98800000
Bangalore,1,Off Hosur Road,840,,,,,,,,,1265,1846,86,HM Constructions,9319000,13600000
Bangalore,1,Haralur,841,,,,,,,,,1165,1572,19,Goyal and Co Hariyana Group,10600000,14300000
Bangalore,1,Lingapura,845,,,,,,,,,663,1250,9,Brigade Group,5111000,9637000
Bangalore,1,Ittangur,847,,,,,,,,,1009,1737,87,GP Infra,2671000,4599000
Bangalore,1,Domlur,848,,,,,,,,,635,1118,10,Vaishnavi Group,4421000,7785000
Bangalore,1,Kasavanahalli,849,,,,,,,,,2617,3056,6,Assetz Property,23500000,27500000
Bangalore,1,Shanti Nagar,851,,,,,,,,,2212,4294,128,Valmark Group,19200000,37300000
Bangalore,1,T Dasarahalli,852,,,,,,,,,1885,4424,64,Concorde Group,14000000,32900000
Bangalore,1,Ashwath Nagar,853,,,,,,,,,1182,1734,63,NCC Urban Limited,7497000,10900000
Bangalore,1,Chandapura,854,,,,,,,,,1090,3437,89,Incor Group,15000000,47300000
Bangalore,1,Abbigere,882,,,,,,,,,3016,6311,6,Assetz Property,36700000,179200000
Bangalore,1,Basapura,883,,,,,,,,,1148,1150,90,Safco Properties,4800000,5200000
Bangalore,1,Bilekahalli,884,,,,,,,,,1017,1500,21,Godrej Properties,3915000,10700000
Bangalore,1,Gattahalli,885,,,,,,,,,1314,2078,91,Shravanthi Group,5780000,9141000
Bangalore,1,Rayasandra,886,,,,,,,,,3564,3676,36,Salarpuria Sattva Group,30100000,31000000
Bangalore,1,Margondanahalli,887,,,,,,,,,600,2150,27,Shriram Properties,4743000,16900000
Bangalore,1,Arekere,888,,,,,,,,,1204,2726,1,Prestige Group,9800000,13500000
Bangalore,1,Anjanapura,889,,,,,,,,,1370,1800,9,Brigade Group,7620000,10800000
Bangalore,1,Begur,897,,,,,,,,,2463,3618,2,Sobha Limited,0,0
Bangalore,1,Richmond Road,898,,,,,,,,,2176,3178,92,Radiance Realty,31300000,45700000
Bangalore,1,Akshayanagar,899,,,,,,,,,630,1008,93,Ajmera Realty,4300000,6250000
Bangalore,1,Hennur,900,,,,,,,,,1299,1871,36,Salarpuria Sattva Group,10700000,15400000
Bangalore,1,Chikkabanavara,901,,,,,,,,,1088,1556,97,Estella Builders and Developers,5112000,7311000
Bangalore,1,Anekal,903,,,,,,,,,1154,3055,98,CNTC India Projects,19500000,51700000
Bangalore,1,Kammasandra,904,,,,,,,,,2360,6297,94,Karle Infra,24000000,80000000
Bangalore,1,Kannamangala,905,,,,,,,,,1314,1890,100,Alembic Real Estate,987200000,14100000
Bangalore,1,Shettigere,906,,,,,,,,,1047,1638,1,Prestige Group,13700000,14000000
Bangalore,1,Hoskote,907,,,,,,,,,880,940,37,Provident Housing,4900000,5200000
Bangalore,1,Choodasandra,908,,,,,,,,,3040,5150,101,Vaswani Group,18700000,31600000
Bangalore,1,Dommasandra,944,,,,,,,,,1815,2860,101,Vaswani Group,21900000,34600000
Bangalore,1,Malur,946,,,,,,,,,1267,1924,1,Prestige Group,11100000,16900000
Bangalore,1,JP Nagar Phase 5,949,,,,,,,,,651,1686,102,Ecolife Developers,4440000,11500000
Bangalore,1,JP Nagar Phase 1,950,,,,,,,,,1132,1603,1,Prestige Group,10300000,14600000
Bangalore,1,Hennur Main Road,951,,,,,,,,,1014,2144,101,Vaswani Group,9364000,19800000
Bangalore,1,Whitefield Main Road,952,,,,,,,,,1131,1741,75,Paranjape Schemes,6220000,9575000
Bangalore,1,JP Nagar Phase 2,967,,,,,,,,,1473,2473,1,Prestige Group,18600000,31200000
Bangalore,1,Bidadi,969,,,,,,,,,1250,2260,104,DSR Infrastructure Pvt Ltd,6622000,11900000
Bangalore,1,Bellary Road,970,,,,,,,,,1610,2787,25,DNR Group,11000000,19000000
Bangalore,1,JP Nagar Phase 6,971,,,,,,,,,5100,7000,103,Hebron Properties Pvt Ltd,40800000,56000000
Bangalore,1,Ashok Nagar,972,,,,,,,,,1059,1827,103,Hebron Properties Pvt Ltd,5295000,9135000
Bangalore,1,Tharahunuse Halli,993,,,,,,,,,1215,1885,51,SNN Builders,10900000,15600000
Bangalore,1,Shivaji Nagar,995,,,,,,,,,1330,3450,6,Assetz Property,8488000,45000000
Bangalore,1,Sanjay Nagar,996,,,,,,,,,660,1760,77,Legacy Global Projects,3069000,8184000
Bangalore,1,Maruthi Nagar,997,,,,,,,,,4150,5850,77,Legacy Global Projects,52600000,74200000
Bangalore,1,Kethohalli,998,,,,,,,,,1460,1990,77,Legacy Global Projects,9656000,19500000
Bangalore,1,Bhoopasandra,1000,,,,,,,,,1210,1880,77,Legacy Global Projects,8495000,13100000
Bangalore,1,BTM Layout,1003,,,,,,,,,4800,5100,77,Legacy Global Projects,96000000,102000000
Bangalore,1,Junnasandra,1004,,,,,,,,,2250,3295,77,Legacy Global Projects,15600000,22900000
Bangalore,1,Chikkathoguru,1005,,,,,,,,,3875,4170,77,Legacy Global Projects,15100000,16300000
Bangalore,1,Indira Nagar,1006,,,,,,,,,1330,3050,77,Legacy Global Projects,8360000,19100000
Bangalore,1,Banaswadi,1007,,,,,,,,,1232,1866,7,Sumadhura Group,7487000,12200000
Bangalore,1,Chamrajpet,1036,,,,,,,,,660,1523,7,Sumadhura Group,5800000,13300000
Bangalore,1,Uttarahalli,1068,,,,,,,,,1325,1800,119,Vars Builders,7801000,10500000
Bangalore,1,Jeevanbheema Nagar,1070,,,,,,,,,1196,2470,48,LGCL Group,10000000,20700000
Bangalore,1,Talaghattapura,1102,,,,,,,,,2717,3026,48,LGCL Group,27600000,30700000
Bangalore,1,Chikkanahalli,1129,,,,,,,,,2483,3027,48,LGCL Group,23400000,28500000
Bangalore,1,Banahalli,1130,,,,,,,,,664,1991,1,Prestige Group,3282000,9843000
Bangalore,1,Aranakuppe,1134,,,,,,,,,2639,4237,1,Prestige Group,22000000,35400000
Bangalore,1,Rajanukunte,1135,,,,,,,,,1795,3672,120,G Corp Developers,14600000,29900000
Bangalore,1,Cooke Town,1136,,,,,,,,,1339,1843,29,Puravankara Limited,7150000,9841000
Bangalore,1,Singasandra,1137,,,,,,,,,1500,5528,29,Puravankara Limited,6175000,76200000
Bangalore,1,Subramanyapura,1138,,,,,,,,,1788,1836,29,Puravankara Limited,0,0
Bangalore,1,Gubbalala,1139,,,,,,,,,1185,2040,121,ARK Infra Developers,6563000,11200000
Bangalore,1,Jayamahal,1140,,,,,,,,,1273,1929,29,Puravankara Limited,8050000,12100000
Bangalore,1,Nagavara,1141,,,,,,,,,1970,2425,29,Puravankara Limited,24100000,29700000
Bangalore,1,Kalkere,1144,,,,,,,,,883,1082,37,Provident Housing,4642000,5689000
Bangalore,1,Rachenahalli,1145,,,,,,,,,627,2461,122,Mana Projects,3311000,12900000
Bangalore,1,Victoria Layout,1146,,,,,,,,,2893,3915,21,Godrej Properties,27400000,32600000
Bangalore,1,Mahalakshmi Layout,1147,,,,,,,,,1939,2876,123,NVT Quality Lifestyle,18200000,27000000
Bangalore,1,Channasandra,1148,,,,,,,,,3565,3565,123,NVT Quality Lifestyle,32400000,32400000
Bangalore,1,Kalyan Nagar,1149,,,,,,,,,1150,1753,104,DSR Infrastructure Pvt Ltd,7937000,12000000
Bangalore,1,Panathur,1150,,,,,,,,,1308,2872,125,Arge Realty,9426000,20600000
Bangalore,1,Kaggadasapura,1151,,,,,,,,,1185,1760,125,Arge Realty,9762000,14400000
Bangalore,1,Chandra Layout,1152,,,,,,,,,635,2634,58,Ozone Group,2724000,11300000
Bangalore,1,Kumaraswamy Layout,1153,,,,,,,,,2669,5600,127,August Ventures,18400000,38600000
Bangalore,1,Seshadripuram,1154,,,,,,,,,3035,7120,128,Valmark Group,30000000,70300000
Bangalore,1,Brookfields,1155,,,,,,,,,1045,1665,129,Myhna Properties,6164000,9821000
Bangalore,1,Vishweshwaraya Layout,1156,,,,,,,,,1126,1435,130,Dasta Developers,5505000,7015000
Bangalore,1,Hosahalli,1182,,,,,,,,,3600,4900,131,Esteem Group,25600000,34900000
Bangalore,1,Rustam Bagh Layout,1190,,,,,,,,,2227,2408,8,Casagrand Builder,12200000,13200000
Bangalore,1,Banashankari 5th Stage,1200,,,,,,,,,600,2107,8,Casagrand Builder,2847000,10000000
Bangalore,1,Vijayanagar,1210,,,,,,,,,1048,1657,13,Ahad Builders,7337000,11600000
Bangalore,1,Mylasandra,1211,,,,,,,,,1160,1400,93,Ajmera Realty,6500000,8100000
Bangalore,1,Kodihalli,1228,,,,,,,,,1374,2106,132,Vajram Group,14900000,22800000
Bangalore,1,TC Palya,1229,,,,,,,,,1630,2010,104,DSR Infrastructure Pvt Ltd,10400000,12900000
Bangalore,1,Vibhutipura,1230,,,,,,,,,678,1058,2,Sobha Limited,4700000,7334000
Bangalore,1,Jogupalya,1231,,,,,,,,,1064,1702,8,Casagrand Builder,6313000,10000000
Bangalore,1,Kodipalya,1232,,,,,,,,,1944,2655,133,Geown Properties,17500000,31800000
Bangalore,1,Sivanchetti Gardens,1233,,,,,,,,,2355,3245,64,Concorde Group,42000000,57900000
Bangalore,1,Okalipuram,1234,,,,,,,,,2376,3205,137,TATA Housing,21300000,28700000
Bangalore,1,Peenya 2nd Stage,1235,,,,,,,,,1910,5310,134,Aparna Constructions,17900000,50000000
Bangalore,1,Gottigere,1236,,,,,,,,,2095,3472,136,Bluejay Properties,16500000,27300000
Bangalore,1,Ballur,1237,,,,,,,,,1560,1950,136,Bluejay Properties,15000000,19300000
Bangalore,1,Hegde Nagar,1239,,,,,,,,,1245,1530,17,Bren Group,7470000,9180000
Bangalore,1,Mathikere,1240,,,,,,,,,935,1350,27,Shriram Properties,5001000,7221000
Bangalore,1,Kothanur,1241,,,,,,,,,1200,1650,45,Reliaable Developers,4920000,6765000
Bangalore,1,Banashankari,1242,,,,,,,,,1200,2400,65,Address Maker,3900000,7800000
Bangalore,1,Seegehalli,1243,,,,,,,,,1779,5000,65,Address Maker,17700000,50000000
Bangalore,1,Basavanapura,1244,,,,,,,,,665,3542,138,Shapoorji Pallonji Real Estate,10300000,54900000
Bangalore,1,Hennur Junction,1287,,,,,,,,,1200,2400,65,Address Maker,3100000,6200000
Bangalore,1,Jangamakote,1289,,,,,,,,,1200,2400,45,Reliaable Developers,5400000,10800000
Bangalore,1,Nagadevana Halli,1291,,,,,,,,,1200,2400,139,Pionier Developers,5638000,11200000
Bangalore,1,Naganathapura,1292,,,,,,,,,547,1905,9,Brigade Group,3071000,10700000
Bangalore,1,Basava nagar,1293,,,,,,,,,1163,6200,36,Salarpuria Sattva Group,6722000,35800000
Bangalore,1,Kasturi Nagar,1295,,,,,,,,,1950,3995,2,Sobha Limited,20900000,61200000
Bangalore,1,Green Glen Layout,1464,,,,,,,,,2255,3254,8,Casagrand Builder,15300000,22000000
Bangalore,1,Vijayapura Town,1466,,,,,,,,,1870,2902,92,Radiance Realty,12700000,19700000
Bangalore,1,Thindlu,1468,,,,,,,,,4700,6202,11,DivyaSree Developers,72900000,96100000
Bangalore,1,Adugodi,1470,,,,,,,,,615,1533,142,Skylark Mansions,3400000,8477000
Bangalore,1,Ganga Nagar,1526,,,,,,,,,1394,2240,141,Nitesh Estates,9270000,13400000
Bangalore,1,Narayanapura,1532,,,,,,,,,1199,2399,141,Nitesh Estates,8245000,16400000
Bangalore,1,Murugeshpalya,1536,,,,,,,,,2712,5342,141,Nitesh Estates,38000000,74800000
Bangalore,1,Wilson Garden,1539,,,,,,,,,4758,6877,142,Skylark Mansions,38900000,56200000
Bangalore,1,Battarahalli,1588,,,,,,,,,1226,3019,141,Nitesh Estates,7349000,18000000
Bangalore,1,Kodichikknahalli,1595,,,,,,,,,600,4000,141,Nitesh Estates,3240000,21600000
Bangalore,1,Sompura,1601,,,,,,,,,1986,5695,141,Nitesh Estates,48300000,137800000
Bangalore,1,Cox Town,1604,,,,,,,,,2325,7208,141,Nitesh Estates,7100000,22800000
Bangalore,1,Amrutahalli,1605,,,,,,,,,969,1920,141,Nitesh Estates,7267000,14400000
Bangalore,1,Bagalakunte,1606,,,,,,,,,1260,2428,141,Nitesh Estates,845800000,16200000
Bangalore,1,Richards Town,1621,,,,,,,,,1098,1701,21,Godrej Properties,6583000,10200000
Bangalore,1,Benson Town,1622,,,,,,,,,3184,5120,143,Total Environment,64600000,104000000
Bangalore,1,Chikkajala,1623,,,,,,,,,1200,7300,144,Sammys Dreamland,9000000,54700000
Bangalore,1,Cambridge Road,1678,,,,,,,,,1354,2021,145,Habitat Ventures,9823000,14600000
Bangalore,1,Kempapura,1720,,,,,,,,,1384,9869,143,Total Environment,21500000,153900000
Bangalore,1,Chikkagubbi,1753,,,,,,,,,595,1400,93,Ajmera Realty,4265000,10000000
Bangalore,1,Narasapura,1754,,,,,,,,,1200,1500,146,Aakruthi Group,3600000,4500000
Bangalore,1,Chikkanagamangala,1767,,,,,,,,,708,1286,137,TATA Housing,4324000,7854000
Bangalore,1,Srinivaspura,1769,,,,,,,,,1164,4274,1,Prestige Group,0,0
Bangalore,1,HBR Layout,1770,,,,,,,,,1169,1763,1,Prestige Group,5845000,8815000
Bangalore,1,Wheelers Road,1779,,,,,,,,,661,1830,1,Prestige Group,5500000,15200000
Bangalore,1,Shidlaghatta,1806,,,,,,,,,1339,1693,1,Prestige Group,10400000,13100000
Bangalore,1,Gauribidanur,1808,,,,,,,,,934,1632,2,Sobha Limited,10900000,19200000
Bangalore,1,Gandhi Nagar,1809,,,,,,,,,430,790,21126,Bren Corporation,3500000,6429000
Bangalore,1,Mullur,1813,,,,,,,,,1230,1860,150,Adarsh Developers,15800000,24000000
Bangalore,1,Huskur,1814,,,,,,,,,1097,1900,120,G Corp Developers,14100000,24500000
Bangalore,1,Majestic,1815,,,,,,,,,1200,1860,29,Puravankara Limited,12700000,19800000
Bangalore,1,Kaggalipura,1819,,,,,,,,,600,1580,152,GRC Infra,4100000,10100000
Bangalore,1,Suryanagar,1839,,,,,,,,,1090,1570,152,GRC Infra,6867000,9891000
Bangalore,1,OMBR Layout,1840,,,,,,,,,1150,1755,153,Gopalan Enterprises,7862000,11900000
Bangalore,1,Dodda Aalada Mara Road,1862,,,,,,,,,1340,1605,154,Birla Homes,6700000,8025000
Bangalore,1,Basaveshvara Nagar,1867,,,,,,,,,1241,1817,154,Birla Homes,8673000,12600000
Bangalore,1,Dasanapura,1870,,,,,,,,,980,1360,153,Gopalan Enterprises,6909000,9588000
Bangalore,1,Gollahalli,1879,,,,,,,,,1370,1540,153,Gopalan Enterprises,8299000,9329000
Bangalore,1,Sathanur,1883,,,,,,,,,5924,7648,143,Total Environment,71900000,92900000
Bangalore,1,MS Palya,1892,,,,,,,,,1225,2235,151,Umiya Builders and Developers,8038000,11600000
Bangalore,1,Thirumagondanahalli,1911,,,,,,,,,3589,6840,156,Ceear Realty,72400000,138100000
Bangalore,1,Bettenahalli,1953,,,,,,,,,1255,1355,158,Mantri Developers,8156000,8806000
Bangalore,1,Chokkanahalli,1993,,,,,,,,,2485,5975,158,Mantri Developers,32200000,77600000
Bangalore,1,Telecom Layout,1997,,,,,,,,,1750,2040,159,Icon Homz,9521000,11000000
Bangalore,1,Devinagar,1998,,,,,,,,,1109,1496,104,DSR Infrastructure Pvt Ltd,6500000,8000000
Bangalore,1,New Thippasandra,1999,,,,,,,,,950,1740,158,Mantri Developers,8596000,15700000
Bangalore,1,Gopasandra,2000,,,,,,,,,1550,3158,160,Inner Urban Infraestate,13100000,26800000
Bangalore,1,Nagasandra,2012,,,,,,,,,1218,1218,161,Nirman Sonesta Development,4993000,4993000
Bangalore,1,Jakkasandra,2013,,,,,,,,,1197,3291,168,Emmanuel Constructions,5964000,16300000
