city,cityId,locality,localityId,bhk_numbers,bhkId,propertyType_name,propertyType_id,No.of Bathroom,bathroomId,amenities_name,amenities_id,minArea,maxArea,builderid,buildername,minPrice,maxPrice
,,,,,,,,,,,,1200,3000,5325,VM Builder And Developers,2160000,5400000
,,,,,,,,,,,,600,2400,1417,VR Builders And Developers,510000,2040000
,,,,,,,,,,,,1200,1900,1417,VR Builders And Developers,660000,1045000
,,,,,,,,,,,,1200,3500,5330,Vigna Venkata Sai Realty Developers,1680000,4900000
,,,,,,,,,,,,1200,2400,2813,Ambika Developer,1918000,3837000
,,,,,,,,,,,,1200,2400,2813,Ambika Developer,0,0
,,,,,,,,,,,,1200,1968,5339,Bhadra Group,1440000,2361000
,,,,,,,,,,,,1125,1745,5343,BVL Group,5231000,8114000
,,,,,,,,,,,,2120,5495,5343,BVL Group,4664000,12000000
,,,,,,,,,,,,960,1535,445,Sree Balaji Builders,2832000,4528000
,,,,,,,,,,,,1089,3415,5343,BVL Group,0,0
,,,,,,,,,,,,795,1100,445,Sree Balaji Builders,3101000,4290000
,,,,,,,,,,,,1395,3900,5343,BVL Group,7277000,20300000
,,,,,,,,,,,,1200,2925,443,Global Developers,3000000,7312000
,,,,,,,,,,,,666,1480,220,Nambiar Builders,4995000,11100000
,,,,,,,,,,,,898,1000,543,NBR Group,2694000,3000000
,,,,,,,,,,,,1200,3000,543,NBR Group,1320000,3300000
,,,,,,,,,,,,1200,4000,5367,ABD Group,4080000,13600000
,,,,,,,,,,,,1000,2400,668,Abhyudaya Developers,2800000,6720000
,,,,,,,,,,,,1200,2400,5367,ABD Group,4320000,8640000
,,,,,,,,,,,,4202,4202,453,Sukritha Buildmann,20100000,20100000
,,,,,,,,,,,,925,1445,5372,Sai Shathavartha Group,4600000,7225000
,,,,,,,,,,,,984,1495,366,Essem 18 Constructions,5907000,8975000
,,,,,,,,,,,,999,1527,5375,Greenfinch Projects,4495000,6871000
,,,,,,,,,,,,1200,2400,366,Essem 18 Constructions,7740000,15400000
,,,,,,,,,,,,1418,1915,5378,Bhoomika Infrabuild Pvt Ltd,5601000,7564000
,,,,,,,,,,,,1253,1767,5378,Bhoomika Infrabuild Pvt Ltd,6865000,9675000
,,,,,,,,,,,,1200,2400,2290,Aashrithaa Properties Pvt Ltd,2160000,4320000
,,,,,,,,,,,,1200,2400,4269,ABD Infra India,1440000,2880000
,,,,,,,,,,,,1200,2400,4269,ABD Infra India,960000,1920000
,,,,,,,,,,,,1200,2000,668,Abhyudaya Developers,1560000,2600000
,,,,,,,,,,,,1200,3200,4069,Accent Properties Builders And Developers,990000,2640000
,,,,,,,,,,,,1200,2400,5398,PNP Developers,600000,1200000
,,,,,,,,,,,,1200,1800,1370,Alisha Projects,1068000,1602000
,,,,,,,,,,,,1200,2400,4414,Vani Properties,0,0
,,,,,,,,,,,,1200,3500,5400,Ayaan Projects,1620000,4700000
,,,,,,,,,,,,1200,1500,668,Abhyudaya Developers,1920000,2400000
,,,,,,,,,,,,600,2400,4308,CMM Groups,1573000,6295000
,,,,,,,,,,,,845,2788,4308,CMM Groups,2189000,7223000
,,,,,,,,,,,,1200,5000,802,Enrich Properties,3840000,16000000
,,,,,,,,,,,,1200,2400,802,Enrich Properties,990000,1980000
,,,,,,,,,,,,1200,2400,4052,Guruva Properties Pvt Ltd,3120000,6240000
,,,,,,,,,,,,900,900,1147,Krishnaja Constructions,2250000,2250000
,,,,,,,,,,,,2400,9000,5408,Lasya Developers,2640000,9900000
,,,,,,,,,,,,1200,3600,77,Legacy Global Projects,1800000,5400000
,,,,,,,,,,,,1200,4000,2287,Maxworth Realty,1080000,3600000
,,,,,,,,,,,,1200,1500,4082,Prasanthi Group,1800000,2250000
,,,,,,,,,,,,1500,2200,1700,Prasiddhi Group,2571000,3770000
,,,,,,,,,,,,1200,2400,1635,Rashi Developers,1560000,3120000
,,,,,,,,,,,,1500,4000,1663,R S Developers,1950000,5200000
,,,,,,,,,,,,1196,1579,5421,Oasis Constructions,6562000,8663000
,,,,,,,,,,,,1200,2000,5410,Aditri Projects,3000000,5000000
,,,,,,,,,,,,1100,1800,5411,Annciya Estate,5700000,7301000
,,,,,,,,,,,,1500,2000,5411,Annciya Estate,1500000,2000000
,,,,,,,,,,,,1200,1500,5412,Armanza Developers India Pvt Ltd,1500000,1875000
,,,,,,,,,,,,1200,2800,176,Artha Properties,1798000,4197000
,,,,,,,,,,,,2400,4000,507,Jupiter Infrastructure,3600000,6000000
,,,,,,,,,,,,1200,1574,69,Confident Group,7620000,9995000
,,,,,,,,,,,,1200,2400,2050,Daadys Builders Pvt Ltd,3600000,7200000
,,,,,,,,,,,,1500,1500,5413,Anuradha Properties,825000,825000
,,,,,,,,,,,,1200,2400,5414,Divine Developers,1680000,3360000
,,,,,,,,,,,,600,1200,5415,Durga Shree Ventures,0,0
,,,,,,,,,,,,900,1250,5416,Emlak Ventures,4050000,5625000
,,,,,,,,,,,,1200,5400,1404,Reputed Builder,8400000,37800000
,,,,,,,,,,,,1200,2400,3234,Hirakamani Properties Pvt Ltd,1500000,3000000
,,,,,,,,,,,,1200,1500,5417,Samrudhi Properties,360000,450000
,,,,,,,,,,,,750,1500,5419,Sharanya Promoters,450000,900000
,,,,,,,,,,,,1200,1200,648,Sri Thirumala Projects And Land Developers,1800000,1800000
,,,,,,,,,,,,1200,1500,5422,Vaishnavi Properties,1200000,1500000
,,,,,,,,,,,,600,1200,1387,SRR Homes,1500000,3000000
,,,,,,,,,,,,1200,1500,1404,Reputed Builder,1440000,1800000
,,,,,,,,,,,,1200,3200,4069,Accent Properties Builders And Developers,1200000,3200000
,,,,,,,,,,,,1200,1200,5420,Classmate Properties,3840000,3840000
,,,,,,,,,,,,3600,4800,789,Continental Builders and Developers,14400000,19200000
,,,,,,,,,,,,1200,2400,5422,Vaishnavi Properties,2160000,4320000
,,,,,,,,,,,,1200,2400,802,Enrich Properties,2160000,4320000
,,,,,,,,,,,,1200,4000,196,Wellnest India Projects,2400000,8000000
,,,,,,,,,,,,1200,1800,1404,Reputed Builder,3600000,5400000
,,,,,,,,,,,,1200,2774,360,JR Housing,3300000,7629000
,,,,,,,,,,,,600,1800,5425,Manjushree Land Developers And Constructions,2700000,8100000
,,,,,,,,,,,,1146,1541,1551,GK Shelters P LTD,3323000,4486000
,,,,,,,,,,,,540,2400,5426,Homestead Ventures,972000,4320000
,,,,,,,,,,,,1100,1555,1551,GK Shelters P LTD,3630000,5132000
,,,,,,,,,,,,0,0,1551,GK Shelters P LTD,0,0
,,,,,,,,,,,,1200,2400,5429,Nandini Developers,3850000,7700000
,,,,,,,,,,,,950,1530,1551,GK Shelters P LTD,3515000,5661000
,,,,,,,,,,,,800,4511,5431,Sathya Sai Developers,2800000,15700000
,,,,,,,,,,,,10800,13500,2290,Aashrithaa Properties Pvt Ltd,19400000,24300000
,,,,,,,,,,,,1200,1400,5437,Anugraha Properties,0,0
,,,,,,,,,,,,1200,1800,3245,Kartheekeya Properties,2638000,3958000
,,,,,,,,,,,,1200,2400,5439,Chethan Builders,1080000,2160000
,,,,,,,,,,,,1200,2000,3315,SR Ventures,4500000,7500000
,,,,,,,,,,,,1200,3600,725,Earthen Hues,3540000,10600000
,,,,,,,,,,,,1200,1500,3245,Kartheekeya Properties,6360000,7950000
,,,,,,,,,,,,1200,2400,5441,Shashvat Polymers,3900000,7800000
,,,,,,,,,,,,1200,1500,5442,Galaxy Projects,0,0
,,,,,,,,,,,,1200,3000,5444,KT Developers And Promoters,3720000,9300000
,,,,,,,,,,,,1200,2090,4052,Guruva Properties Pvt Ltd,4140000,7111000
,,,,,,,,,,,,1200,2400,5445,South West Land Ventures,3240000,6480000
,,,,,,,,,,,,1200,1507,5446,Myra Real Estates Pvt Ltd,1200000,1507000
,,,,,,,,,,,,1200,2000,5448,NAG Projects,1440000,2400000
,,,,,,,,,,,,1200,1500,501,Nava Nakshatra Homes Pvt Ltd,540000,675000
,,,,,,,,,,,,600,2800,5449,Navi Homez,600000,2800000
,,,,,,,,,,,,800,1500,3469,NS Infra,2400000,4500000
,,,,,,,,,,,,1200,2800,500,Odion Builders And Developers,5760000,13400000
,,,,,,,,,,,,1500,1500,5451,Pramodaya Enterprises,2400000,2400000
,,,,,,,,,,,,1200,4000,1596,Riteway Projects,1140000,3800000
,,,,,,,,,,,,1200,1500,1889,Samruddhi Housing,2520000,3150000
,,,,,,,,,,,,1200,2400,5452,Harohalli Land Developers Pvt Ltd,2400000,4800000
,,,,,,,,,,,,900,1500,648,Sri Thirumala Projects And Land Developers,2475000,4125000
,,,,,,,,,,,,600,2400,5453,SVR Group,660000,2640000
,,,,,,,,,,,,1200,2400,65,Address Maker,3700000,7100000
,,,,,,,,,,,,1125,1260,5230,Tirumala Group,9000000,10100000
,,,,,,,,,,,,1350,1660,5230,Tirumala Group,15400000,16400000
,,,,,,,,,,,,1800,1800,5230,Tirumala Group,13000000,13000000
,,,,,,,,,,,,1240,1300,5230,Tirumala Group,14300000,14900000
,,,,,,,,,,,,2250,2300,5230,Tirumala Group,22300000,22800000
,,,,,,,,,,,,960,1945,5230,Tirumala Group,6240000,12600000
,,,,,,,,,,,,600,1200,3326,Ujjwala Properties,1800000,360000000
,,,,,,,,,,,,2908,2998,1695,Value Designbuild Builders,0,0
,,,,,,,,,,,,3190,3940,1695,Value Designbuild Builders,45800000,56600000
,,,,,,,,,,,,1443,1753,1695,Value Designbuild Builders,7011000,8517000
,,,,,,,,,,,,400,650,442,Desai Developers,3600000,5850000
,,,,,,,,,,,,1195,2125,1695,Value Designbuild Builders,0,0
,,,,,,,,,,,,1916,2800,1695,Value Designbuild Builders,0,0
,,,,,,,,,,,,901,1414,5465,Seven Hills Constructions,4054000,6363000
,,,,,,,,,,,,560,1741,1847,Vaastu Structures Pvt Ltd,1550000,509200000
,,,,,,,,,,,,1081,2224,5421,Oasis Constructions,0,0
,,,,,,,,,,,,1200,4000,5466,Srinivasa Info,540000,1800000
,,,,,,,,,,,,2535,2535,366,Essem 18 Constructions,28500000,28500000
,,,,,,,,,,,,3434,3434,366,Essem 18 Constructions,18200000,18200000
,,,,,,,,,,,,8000,10000,543,NBR Group,6400000,8000000
,,,,,,,,,,,,1007,1552,5421,Oasis Constructions,0,0
,,,,,,,,,,,,1080,1435,5465,Seven Hills Constructions,5421000,7203000
,,,,,,,,,,,,850,2400,1695,Value Designbuild Builders,6800000,19200000
,,,,,,,,,,,,1200,2400,5468,Vaastu Developers and Promoters,300000,600000
,,,,,,,,,,,,1200,1200,1654,Vakil Housing Development,0,0
,,,,,,,,,,,,1095,1650,5469,Prathamaa Properties,3854000,5808000
,,,,,,,,,,,,0,0,5470,VK Properties,0,0
,,,,,,,,,,,,1073,1338,526,United Projects,5523000,6888000
,,,,,,,,,,,,1200,2400,1417,VR Builders And Developers,1198000,2397000
,,,,,,,,,,,,1500,4000,4191,Zonasha Estates and Projects,4050000,10800000
,,,,,,,,,,,,1200,2400,4072,MG Brothers Real Estates,3096000,6192000
,,,,,,,,,,,,915,1384,9,Brigade Group,6615000,10000000
,,,,,,,,,,,,1045,1762,161,Nirman Sonesta Development,7277000,12200000
,,,,,,,,,,,,2327,2327,6,Assetz Property,0,0
,,,,,,,,,,,,3882,3882,5714,Gokaldas Lifestyle,40800000,40800000
,,,,,,,,,,,,3301,3301,5714,Gokaldas Lifestyle,0,0
,,,,,,,,,,,,2000,2549,5714,Gokaldas Lifestyle,15000000,19100000
,,,,,,,,,,,,2527,3824,5714,Gokaldas Lifestyle,27300000,41300000
,,,,,,,,,,,,1150,1350,1398,Devi Builders And Developers,6500000,7500000
,,,,,,,,,,,,1561,1688,1115,Adiga Property Developers,10100000,10900000
,,,,,,,,,,,,1120,1745,5859,MR Group,6244000,9729000
,,,,,,,,,,,,2015,2801,6,Assetz Property,35300000,49000000
,,,,,,,,,,,,1163,1476,27,Shriram Properties,3140000,3985000
,,,,,,,,,,,,910,1540,1115,Adiga Property Developers,4732000,8008000
,,,,,,,,,,,,820,1500,1115,Adiga Property Developers,2624000,4800000
,,,,,,,,,,,,1060,1500,1145,MR Developers,3551000,5025000
,,,,,,,,,,,,1200,1200,5925,Bharath Vasi Properties,414000,414000
,,,,,,,,,,,,1200,1500,5925,Bharath Vasi Properties,720000,900000
,,,,,,,,,,,,1800,2400,5925,Bharath Vasi Properties,3240000,4320000
,,,,,,,,,,,,2400,9002,1410,Ferns Estates And Developers,7680000,28800000
,,,,,,,,,,,,600,2400,5929,Om Sri Infrastructure,2040000,8160000
,,,,,,,,,,,,800,2400,5929,Om Sri Infrastructure,1320000,3960000
,,,,,,,,,,,,0,0,5931,Pebbles Group,0,0
,,,,,,,,,,,,0,0,5931,Pebbles Group,0,0
,,,,,,,,,,,,552,3780,2383,Terracon Projects Pvt Ltd,1075000,7367000
,,,,,,,,,,,,915,1542,5930,Heavie Developers,6862000,11500000
,,,,,,,,,,,,1200,1500,2383,Terracon Projects Pvt Ltd,2160000,2700000
,,,,,,,,,,,,1490,1490,3864,Triguna Projects,5300000,5300000
,,,,,,,,,,,,865,1325,1488,Evershine Dwellings,5814000,8906000
,,,,,,,,,,,,1130,1510,788,KPR Realty India Pvt Ltd,4633000,6191000
,,,,,,,,,,,,1193,1500,5933,Swastik Properties And Developers,1611000,2025000
,,,,,,,,,,,,1200,2400,5933,Swastik Properties And Developers,1140000,2280000
,,,,,,,,,,,,572,1620,5933,Swastik Properties And Developers,772000,2187000
,,,,,,,,,,,,0,0,1145,MR Developers,0,0
,,,,,,,,,,,,697,1384,1488,Evershine Dwellings,2160000,4290000
,,,,,,,,,,,,900,2000,1208,Meenakshi Developers,1620000,3600000
,,,,,,,,,,,,1033,1274,3534,Ashrith Shelters Pvt Ltd,3563000,4394000
,,,,,,,,,,,,528,1105,6087,BRR Hallmark Developers,2850000,5417000
,,,,,,,,,,,,1010,1415,6087,BRR Hallmark Developers,3711000,5200000
,,,,,,,,,,,,929,1726,6088,Jai Constructions,4399000,8174000
,,,,,,,,,,,,1165,1555,1578,Laa Builders,4777000,6376000
,,,,,,,,,,,,1170,1650,1578,Laa Builders,3861000,5445000
,,,,,,,,,,,,1238,1389,212,Maarq Spaces,6314000,7084000
,,,,,,,,,,,,974,1723,3870,Pristine Homes,7199000,9046000
,,,,,,,,,,,,975,1575,6089,Purple Constructions,6911000,10900000
,,,,,,,,,,,,996,1342,6090,Sree Krishna Builders And Developers,3586000,4831000
,,,,,,,,,,,,1075,1115,1481,Siddhartha Builders,5510000,5715000
,,,,,,,,,,,,1000,1300,494,Sri Nandana Builders,3528000,4539000
,,,,,,,,,,,,846,1316,6091,Uthrankar Constructions,5499000,8554000
,,,,,,,,,,,,1150,1150,6092,Sri Vijaya Durga,6900000,6900000
,,,,,,,,,,,,1290,1705,6093,Legend Property,4257000,5627000
,,,,,,,,,,,,1050,1230,3754,SDR Constructions,5597000,6466000
,,,,,,,,,,,,2250,2900,120,G Corp Developers,27500000,40000000
,,,,,,,,,,,,900,4650,120,G Corp Developers,14000000,72400000
,,,,,,,,,,,,1200,2400,236,Celebrity Structures India,1500000,3000000
,,,,,,,,,,,,519,1550,8,Casagrand Builder,2611000,7800000
,,,,,,,,,,,,1280,1725,203,GR Constructions,12100000,16300000
,,,,,,,,,,,,1875,1950,6330,Balu Kunapalli,23400000,24400000
,,,,,,,,,,,,1374,3147,131,Esteem Group,12700000,29100000
,,,,,,,,,,,,1401,1707,642,Unity Infrastructure,16200000,19700000
,,,,,,,,,,,,2000,2100,1075,Bhavya Constructions,26000000,27300000
,,,,,,,,,,,,924,1562,6369,DK Projects,6237000,10500000
,,,,,,,,,,,,1500,1525,1407,Laavanya Smart Homes,7593000,7719000
,,,,,,,,,,,,1040,1400,790,Urban Shelters,7280000,9800000
,,,,,,,,,,,,1200,1200,687,Oraiyan Groups,6718000,6718000
,,,,,,,,,,,,1200,1599,3239,Aastha Properties,720000,959000
,,,,,,,,,,,,1200,1380,2813,Ambika Developer,2819000,3242000
,,,,,,,,,,,,800,1100,6451,Aprameya Properties,1040000,1430000
,,,,,,,,,,,,940,1371,169,Axis Concept,7106000,10400000
,,,,,,,,,,,,1200,4000,6452,BSNL Housing Society,1090000,3636000
,,,,,,,,,,,,1080,1290,6453,Chandrashekar Builder,6499000,7763000
,,,,,,,,,,,,1980,2349,373,Cornerstone Properties,37700000,44800000
,,,,,,,,,,,,849,1352,32,DS MAX Properties Pvt Ltd,3198000,5093000
,,,,,,,,,,,,800,1500,802,Enrich Properties,2560000,4800000
,,,,,,,,,,,,800,1200,802,Enrich Properties,1680000,2520000
,,,,,,,,,,,,1076,1135,6457,Green India Builders,3874000,4086000
,,,,,,,,,,,,610,1359,450,Habulus Homes Pvt Ltd,2074000,4620000
,,,,,,,,,,,,1185,2071,6458,Heritage Homes,7200000,12500000
,,,,,,,,,,,,882,882,159,Icon Homz,6000000,6000000
,,,,,,,,,,,,1050,1150,642,Unity Infrastructure,12400000,13500000
,,,,,,,,,,,,1150,1660,3640,Infinity Builders And Developers,5393000,7785000
,,,,,,,,,,,,1094,1625,642,Unity Infrastructure,7500000,11100000
,,,,,,,,,,,,1060,1490,1407,Laavanya Smart Homes,5250000,7379000
,,,,,,,,,,,,950,1250,642,Unity Infrastructure,6175000,8125000
,,,,,,,,,,,,1000,1470,1407,Laavanya Smart Homes,5320000,7820000
,,,,,,,,,,,,624,7556,1037,Tricolour Properties,0,0
,,,,,,,,,,,,1140,1160,6460,Lavyuk Constructions,4817000,4901000
,,,,,,,,,,,,400,2013,199,Mahindra Lifespaces,3874000,19500000
,,,,,,,,,,,,780,2000,6462,Svarna Properties,1638000,4200000
,,,,,,,,,,,,1060,1480,1894,Sri Murari Builders,3328000,4647000
,,,,,,,,,,,,950,1196,872,SVP Infrastructure,4275000,5382000
,,,,,,,,,,,,1715,1825,6465,Navarathan Construction,9432000,10000000
,,,,,,,,,,,,2100,2100,708,Opera Homes,17800000,17800000
,,,,,,,,,,,,1200,1590,1116,SLN Developers,2100000,2782000
,,,,,,,,,,,,1114,1159,6467,P And P Constructions,5800000,6034000
,,,,,,,,,,,,3000,3000,6468,Skandaavani Shelters Pvt Ltd,24800000,24800000
,,,,,,,,,,,,666,1865,1,Prestige Group,5000000,14000000
,,,,,,,,,,,,1200,1200,6469,SB Group,1860000,1860000
,,,,,,,,,,,,1200,2400,6470,Shetty And Shetty,2279000,4558000
,,,,,,,,,,,,1040,1500,6471,Shreshta Builders,5685000,8200000
,,,,,,,,,,,,698,914,27,Shriram Properties,4425000,5794000
,,,,,,,,,,,,1100,2500,1404,Reputed Builder,1537000,3495000
,,,,,,,,,,,,600,2400,6470,Shetty And Shetty,630000,2520000
,,,,,,,,,,,,357,1181,1866,21st Castle Ventures,1612000,5335000
,,,,,,,,,,,,1025,1050,3212,Sri Sai Builders,4613000,4725000
,,,,,,,,,,,,2702,4058,143,Total Environment,49600000,74500000
,,,,,,,,,,,,0,0,1029,Manjeera Constructions Pvt Ltd,0,0
,,,,,,,,,,,,999,1026,3212,Sri Sai Builders,5195000,5320000
,,,,,,,,,,,,1200,1200,5411,Annciya Estate,5160000,5160000
,,,,,,,,,,,,2839,3211,6472,Markon Homes Pvt Ltd,21000000,23800000
,,,,,,,,,,,,1200,2460,6473,Sri Sivaji Builders,13500000,16000000
,,,,,,,,,,,,915,1127,6474,Arunodhaya Builders And Developers,2562000,3156000
,,,,,,,,,,,,1170,1498,6475,MBM Developers,5382000,6890000
,,,,,,,,,,,,1150,1160,6476,ATM Developers,7187000,4176000
,,,,,,,,,,,,1105,1765,6477,Sundew Homes,6628000,10500000
,,,,,,,,,,,,2850,2850,78,Mims Builders,26000000,26000000
,,,,,,,,,,,,1200,2332,6478,Bhuvana Homes,6600000,12800000
,,,,,,,,,,,,1112,1377,1895,BMR Builders and Developers,0,0
,,,,,,,,,,,,1200,1200,6479,SLNS Avyuktha Homes,1500000,1500000
,,,,,,,,,,,,1163,2325,137,TATA Housing,8722000,18000000
,,,,,,,,,,,,1200,1200,6453,Chandrashekar Builder,7800000,7800000
,,,,,,,,,,,,1175,1400,6453,Chandrashekar Builder,6463000,7700000
,,,,,,,,,,,,914,1534,1535,Splendid Group,5200000,8727000
,,,,,,,,,,,,1055,1310,6480,Devi Properties,5697000,7074000
,,,,,,,,,,,,920,1741,6481,Varsha Promoters And Developers,4671000,8840000
,,,,,,,,,,,,600,1560,3881,Dhiraan Infrastructure,2295000,5967000
,,,,,,,,,,,,1200,1800,4465,TSR Constructions And Developers,1500000,2250000
,,,,,,,,,,,,539,1241,6482,Fourwalls Infra,1650000,3723000
,,,,,,,,,,,,1200,2400,3077,Vaishnodevi Lush Green Pvt Ltd,4320000,8640000
,,,,,,,,,,,,1163,4737,19,Goyal and Co Hariyana Group,280000,21600000
,,,,,,,,,,,,0,0,6485,Vasudha Properties,0,0
,,,,,,,,,,,,861,902,5375,Greenfinch Projects,3788000,3968000
,,,,,,,,,,,,1135,1433,765,KBR Infratech Ltd,6394000,8073000
,,,,,,,,,,,,506,903,6486,Sri Vyshnavi Constructions,4048000,7440000
,,,,,,,,,,,,520,1627,6485,Vasudha Properties,0,0
,,,,,,,,,,,,1305,1318,822,YD Builders,8415000,8500000
,,,,,,,,,,,,800,2780,3266,Sunland Ventures,2080000,7228000
,,,,,,,,,,,,1150,1250,1407,Laavanya Smart Homes,7499000,8151000
,,,,,,,,,,,,600,2400,139,Pionier Developers,7099000,28300000
,,,,,,,,,,,,955,1350,472,Land Capital Estates Pvt Ltd,4536000,6412000
,,,,,,,,,,,,1200,2400,139,Pionier Developers,9450000,18900000
,,,,,,,,,,,,1200,2400,3756,Green Brick,2100000,4200000
,,,,,,,,,,,,1200,1500,6489,Manya Projects,2760000,3450000
,,,,,,,,,,,,1500,2400,6490,Prithvi Developers,11300000,18000000
,,,,,,,,,,,,1260,1300,901,SLV Developers,6300000,6500000
,,,,,,,,,,,,1500,4000,6491,SLV Housing,9000000,24000000
,,,,,,,,,,,,950,1065,901,SLV Developers,3000000,3350000
,,,,,,,,,,,,1221,1329,901,SLV Developers,6105000,6645000
,,,,,,,,,,,,600,2010,6485,Vasudha Properties,1350000,4522000
,,,,,,,,,,,,573,1642,885,Sahasru Properties,3868000,11100000
,,,,,,,,,,,,1200,1200,903,Amaravathi Builders,4140000,4140000
,,,,,,,,,,,,980,1225,3152,SLV Builders and Developers,3430000,4287000
,,,,,,,,,,,,2540,3410,9,Brigade Group,21300000,28600000
,,,,,,,,,,,,600,2400,6470,Shetty And Shetty,598000,2395000
,,,,,,,,,,,,1000,2000,532,Saranya Builders,4800000,9600000
,,,,,,,,,,,,2646,2646,2,Sobha Limited,38500000,38500000
,,,,,,,,,,,,1938,2894,6554,Kinglife Infra,19200000,28700000
,,,,,,,,,,,,1075,1325,1404,Reputed Builder,5375000,6625000
,,,,,,,,,,,,584,1173,1404,Reputed Builder,3036000,6099000
,,,,,,,,,,,,1065,2545,6728,Pariwar Wise Venture,10600000,25400000
,,,,,,,,,,,,1549,1849,182,42 Estates,10100000,12000000
,,,,,,,,,,,,2200,2200,659,Aashish Developer And Builders,16500000,16500000
,,,,,,,,,,,,1647,2515,150,Adarsh Developers,23200000,35500000
,,,,,,,,,,,,1910,4219,14415,Sattva Group,23000000,51000000
,,,,,,,,,,,,1310,1860,150,Adarsh Developers,15400000,21900000
,,,,,,,,,,,,880,920,1116,SLN Developers,4997000,5224000
,,,,,,,,,,,,1200,2400,3300,SLV Infra Projects,1620000,3240000
,,,,,,,,,,,,1200,1200,7090,Shravan Kumar Mehta,2700000,2700000
,,,,,,,,,,,,810,1550,7090,Shravan Kumar Mehta,3313000,6341000
,,,,,,,,,,,,1086,4005,9,Brigade Group,5500000,21500000
,,,,,,,,,,,,1199,1499,4682,Adithya Developers,0,0
,,,,,,,,,,,,600,1320,4023,Aditya Township Promoters,585000,1287000
,,,,,,,,,,,,2403,3322,6,Assetz Property,16400000,23200000
,,,,,,,,,,,,0,0,431,ATZ Properties,0,0
,,,,,,,,,,,,1500,2000,7178,JH Developers,10200000,13600000
,,,,,,,,,,,,1050,1320,833,KVR Builders,5775000,7260000
,,,,,,,,,,,,1200,1500,1698,Leo Pride Developers,4200000,5250000
,,,,,,,,,,,,1140,2400,501,Nava Nakshatra Homes Pvt Ltd,4104000,8640000
,,,,,,,,,,,,835,2189,7180,Oberon Properties,5845000,15300000
,,,,,,,,,,,,764,9300,29,Puravankara Limited,5095000,62000000
,,,,,,,,,,,,878,3523,885,Sahasru Properties,3950000,15800000
,,,,,,,,,,,,1200,1500,7185,Sai Akshaya Ventures,7440000,9300000
,,,,,,,,,,,,641,1732,7187,SJ Developers,1314000,3551000
,,,,,,,,,,,,925,925,459,Sovereign Builders,5087000,5087000
,,,,,,,,,,,,990,1200,1417,VR Builders And Developers,0,0
,,,,,,,,,,,,2000,2400,474,Merusri Developers,16000000,19300000
,,,,,,,,,,,,1849,3481,2,Sobha Limited,21500000,40500000
,,,,,,,,,,,,605,1550,21,Godrej Properties,7804000,20000000
,,,,,,,,,,,,615,1498,714,TVS Emerald,4721000,11500000
,,,,,,,,,,,,500,990,59,GM Infinite,3821000,7567000
,,,,,,,,,,,,449,1142,167,Sowparnika Projects,2759000,7019000
,,,,,,,,,,,,1199,3044,239,Bricks and Milestones,6302000,16000000
,,,,,,,,,,,,1480,2356,9,Brigade Group,16400000,26200000
,,,,,,,,,,,,659,1810,104,DSR Infrastructure Pvt Ltd,4345000,11900000
,,,,,,,,,,,,1543,2060,7733,Anaa Infra,19300000,25700000
,,,,,,,,,,,,595,2460,51,SNN Builders,4575000,18900000
,,,,,,,,,,,,1100,1905,1936,Comfort Shelters Pvt Ltd,12700000,21900000
,,,,,,,,,,,,675,1685,7849,SNN Properties LLP,6075000,15100000
,,,,,,,,,,,,1059,1414,780,Bhavya Builders,5771000,7706000
,,,,,,,,,,,,770,770,7852,Spacios Builders,3463000,3463000
,,,,,,,,,,,,830,1118,7854,Adish Properties,0,0
,,,,,,,,,,,,2199,2687,1130,Subha Builders And Developers,14500000,18300000
,,,,,,,,,,,,2928,6749,789,Continental Builders and Developers,0,0
,,,,,,,,,,,,1195,3423,1404,Reputed Builder,0,0
,,,,,,,,,,,,470,1003,7860,Clock Cruise International Pvt Ltd,4937000,10500000
,,,,,,,,,,,,2458,4566,183,VDB Infra and Realty Pvt Ltd,36800000,68400000
,,,,,,,,,,,,1200,1800,3261,Ikya Developers,2220000,3330000
,,,,,,,,,,,,1500,2400,148,Century Real Estate,4950000,7920000
,,,,,,,,,,,,800,2545,7902,C R Properties,0,0
,,,,,,,,,,,,800,1400,659,Aashish Developer And Builders,4400000,7700000
,,,,,,,,,,,,1010,2275,51,SNN Builders,8026000,18000000
,,,,,,,,,,,,1100,1330,6698,Aditya Builders and Developers,5450000,6808000
,,,,,,,,,,,,640,642,8004,Vardhaman Developers,3522000,3528000
,,,,,,,,,,,,1200,2400,8005,BGS Properties,2999000,5998000
,,,,,,,,,,,,1087,2339,327,Classic Ventures LLP,4512000,9707000
,,,,,,,,,,,,600,1200,8007,Janapriya Properties,0,0
,,,,,,,,,,,,1105,1402,8008,Koustubha Homes,6034000,7576000
,,,,,,,,,,,,1080,1473,1697,Lavish Spaces,4860000,6628000
,,,,,,,,,,,,1055,1495,579,Mythri Developers,5589000,7920000
,,,,,,,,,,,,1200,2400,2726,Nakshatra Builders,4559000,9118000
,,,,,,,,,,,,935,960,8010,New Tech Properties,2898000,2975000
,,,,,,,,,,,,1580,2000,195,Peninsula Infra,8927000,11300000
,,,,,,,,,,,,703,2203,195,Peninsula Infra,0,0
,,,,,,,,,,,,948,1071,857,PJC Infras,3128000,3534000
,,,,,,,,,,,,767,1294,69,Confident Group,9130000,15400000
